;;
    3                                             ;                                         6        ;    3                                             
       1                                          ;    3                                             ;    3                                             
                                                  ;    3                                             ;    3                                             
 45 53353990601077 8    5201388842 5553799  6  8 7;  45531539906010 77 8     501638842 5553799     7 ; 45 53353990601077 8    5201388842 5553799  6  8 7
 4553153990600 877 8     50138842 5553799     7  1; 45531539906010 717 8     501388 42 553799     7  ; 4553153990600 877 8     50138842 5553799     7  1
 45531539906010 717 8     50138 42 5553799     7  ; 4655311139906601077     50103842 5553399    07  1; 45531539906010 717 8     50138 42 5553799     7  
 45531139 906601077      50103842 5553399    07  1;455131139906011077 8   4  5010384  2 5553799     7; 45531139 906601077      50103842 5553399    07  1
455131139906011077 8     50103 84  2 5553799     7;4 53139900107 8  5001032 55537 9  72  7   16 0    ;4 53139900107 8  5001032 55537 9  72  7   16 0    
4 53139900107 8   50401032 55537 9  72  7  9 16 0 ;4553139900  107 8    5101032 75155799  2  7   166 ;4553139900  107 8    5101032 75155799  2  7   166 
4553139900  107 8    510610032 75155799  2  7   16;45531139900  107 8   51010032 75155799  2  7   16 ;45531139900  107 8   51010032 75155799  2  7   16 
4553139900  107 8   51010032 75155799   2  7   1  ;45531399600 1074 8   510132 75157999 2  7   1616  ;45531399600 1074 8   510132 75157999 2  7   1616  
45531399600 1074 8  510132 751557999  2  7   166  ;455313996000 107 8  50132 751557999  2  7    1 66 ;455313996000 107 8  50132 751557999  2  7    1 66 
455313996000 107 8  510132 751557999  2  7   1 66 ; 453 53353990601077 8    5201388842 5553919  6  8 ;455313996000 107 8  510132 751557999  2  7   1 66 
 45 53353990601077 8    52601388842 55530799  6  8; 455315539906002 877 8     50138842 5553799     7 ; 45 53353990601077 8    52601388842 55530799  6  8
 4553153990600 877 88     50138842 35553799     7 ; 45531539906010 717 8    50138 42 5553799   3  7  ; 4553153990600 877 88     50138842 35553799     7 
 4531539906010 717 8      50138 42 5553799   0  7 ; 455311839 906601077      50103842 5553399    07  ; 455311839 906601077      50103842 5553399    07  
 45531139 906601077      50103842 5553399    07  1;4 53139900107 8  5001032 55537 9  72  7   160     ; 45531139 906601077      50103842 5553399    07  1
4 531399001076 8  5001032 55537 9  72  7   16 0   ;4553139900  107 8    51301032 75155799  2  7   166;4553139900  107 8    51301032 75155799  2  7   166
4553139900  107 8    5101032 875155799  2  7   166;45531139900  107 8   5101 0032 75155799  2  7   16;45531139900  107 8   5101 0032 75155799  2  7   16
45531139900  8107 8   51010032 75155799  2  7   16;455313998600 1074 8   510132 75157999 22  7   1616;45531139900  8107 8   51010032 75155799  2  7   16
45531399600 10784 8   510132 75157999 2   7   1616;455313996000 107 8 50132 7751557999  2  7    1 66 ;45531399600 10784 8   510132 75157999 2   7   1616
4553134996000 17 8  50132 751557999  2  7    1 66 ;455313996000 107 8  510132 751557999  2  7   1 6  ;4553134996000 17 8  50132 751557999  2  7    1 66 
455313996000 107 8  510132 7517557999  2  7   1 66; 45 533539960601778    52601388842 55530799  6  8 ;455313996000 107 8  510132 7517557999  2  7   1 66
 45 533353990601077 8    52601388842  55530799 8 6; 453153990600 877 88     50138842 35553799     7  ; 45 533353990601077 8    52601388842  55530799 8 6
 4553153990600 877 88    50138842 35553799     7  ; 455311839 9066010775      50103842 5553399    07 ; 4553153990600 877 88    50138842 35553799     7  
 455311839 906601077 0     2 50103842 5553399    0; 45531139 906601077      01038842 5553399    07  1; 45531139 906601077      01038842 5553399    07  1
 45531139 906601077      50103842 555339   3 07  1;4553139900  1075 8    51301032 75155799  2  7   66; 45531139 906601077      50103842 555339   3 07  1
4553139900  107 8    51301032 7515799  2  7   166 ;45531139900  07 8   5101 00832 75155799  2  7   16;4553139900  107 8    51301032 7515799  2  7   166 
45531139900  107 8   510 0032 7515799  2  7   16  ;455231139900  8107 8   51010032 795155799  2 9 7  ;45531139900  107 8   510 0032 7515799  2  7   16  
45531139900  8107 8 7  51010032 75155799  2  7   1;45531399600  10784 8   510132 75157999 2   7   161;45531399600  10784 8   510132 75157999 2   7   161
45531399600 10784 8   5101312 75157999 2   7   161;4553134996000 17 8  50132 7515578999  2  7    11 6;45531399600 10784 8   5101312 75157999 2   7   161
4553134996000 17 8  50132 751557999  2  7   1 1 66;455313996000 1207 8  510132 7517557999  2  7   1 6;4553134996000 17 8  50132 751557999  2  7   1 1 66
4355313996000 107 8  510132 7517557999 2  7   1 66; 45 533353990601077 8  7  52601388842  55530799 8 ;4355313996000 107 8  510132 7517557999 2  7   1 66
 45 5303353990601077 8    52601388842  595530799 8; 4553153990600 877 88   2 50138842 35553799   1  7; 45 5303353990601077 8    52601388842  595530799 8
 4553153990600 877 88    50138842 35553 799     7 ; 4553113 906601077      01038842 5553399    07  1 ; 4553113 906601077      01038842 5553399    07  1 
 45531139 906601077      01038842 555339    07  1 ;4 455301139 906601077      50103842 555339   3 07 ; 45531139 906601077      01038842 555339    07  1 
 45531139 906601077      501038442 555339   3 07  ;4553139900  107 8    51301032 7515799  2  7 7  166; 45531139 906601077      501038442 555339   3 07  
4553139900  107 8    5131032 7515799  2  7   166  ;4551139900  107 8   510 0032 7515799  2  7   16   ;4553139900  107 8    5131032 7515799  2  7   166  
45531139900  107 8   510 032 7515799  2  7   16   ;4531399600  10784 8   510132 75157999 2   7   161 ;4531399600  10784 8   510132 75157999 2   7   161 
4553139960  10784 8   510132 751572999 2   7   161;4 5531399600 10784  8   5101312 75157999 2   7   1;4553139960  10784 8   510132 751572999 2   7   161
4551399600 10784 8  7 5101312 75157999 2   7   11 ;4553134996000 17  8  50132 751 557999  2  7   1 1 ;4551399600 10784 8  7 5101312 75157999 2   7   11 
459531349976000 17 8  50132 751557999  2  7   1 1 ;42355313996000 107 8  510132 7517557999 2  7  1 1 ;42355313996000 107 8  510132 7517557999 2  7  1 1 
43553139960003 107  8  510132 7517557999 2  7   1 ; 45 5303353990601077 8    52601388842  4595530799 ; 45 5303353990601077 8    52601388842  4595530799 
 4155 5303353990601077 8    52601388842  595530799; 4553113 9066 01077      01038842 5553399    07  1; 4553113 9066 01077      01038842 5553399    07  1
 4553113 906601077     01038842 5553399    07  1  ; 45531139 9066010770     1 01038842 555339    07  ; 45531139 9066010770     1 01038842 555339    07  
 45531139 906601077      01038842 555339    07  1 ; 45531139 90660107      5010384421 5553396   3 07 ; 45531139 90660107      5010384421 5553396   3 07 
 45531139 9066010077      501038442 5 55339   3 07;4553139900 107 8    5131032 75157998  2  7   166  ;4553139900 107 8    5131032 75157998  2  7   166  
4553139900  10 8    5131032 7515799  2  7   166   ;453139960  170784 8   510132 75157999 2   7   161 ;453139960  170784 8   510132 75157999 2   7   161 
4531399600  10784 8   510132 75157999 2   7   1618;4553139960  10784 8   510132 71572999 2   77   161;4553139960  10784 8   510132 71572999 2   77   161
45531 39960  10784 8   510132 7515729999 2   7   1;4551399600 10784 8  7 5101312 75157999 2   7   11 ;45531 39960  10784 8   510132 7515729999 2   7   1
45541399600 10784 8  7 5101312 75157999 2   7  7 1;4235531399600 107 8  5107132 75177557999 2  7  1 1;45541399600 10784 8  7 5101312 75157999 2   7  7 1
4235513996000 107 8  510132 7517557999 02  7  1  1; 45 5303353990601077 8    526031388842  4595530999;4235513996000 107 8  510132 7517557999 02  7  1  1
 45 53033539906010577 8    52601388842  4595530799; 4553113 9066 01077      010388425553399    07  1 ; 4553113 9066 01077      010388425553399    07  1 
 4553113 9066 010774      01038842 5553399    07  ; 45531139 9066010770     1 010038842 555339    07 ; 45531139 9066010770     1 010038842 555339    07 
 45531139 9066010770     1 01038842555339    07   ; 45531139 9066001072      5010384421 5553396   3 0; 45531139 9066010770     1 01038842555339    07   
 45531139 906601 07      5010384421 55153396   3 0;4553139900 107 8    5131032 7557998  2  7   166   ;4553139900 107 8    5131032 7557998  2  7   166   
4553139900 107 8    51331032 75157998  2  7   166 ;45339960  170784 8   510132 75157999 2   7   161  ;4553139900 107 8    51331032 75157998  2  7   166 
4531139960  170784 8   5107132 751579992   7   161;4553139960  10784 08   510132 71572999 2   77   16;4553139960  10784 08   510132 71572999 2   77   16
4553139960  10784 8   51013271572999 2   77   1661;45531 39960  178 4 8   510132 7515729999 2   7   1;4553139960  10784 8   51013271572999 2   77   1661
45531 39960  10784 8   510132 7515729999 2   7 55 ;45541399600 10784 8   7 510131 75157999 2   7  7 1;45531 39960  10784 8   510132 7515729999 2   7 55 
455141399600 107848  7 5101312 75157999 2   7  7 1;42335513996000 107 8  510132 7517557999 02  71  1 ;455141399600 107848  7 5101312 75157999 2   7  7 1
4235513996000 107 8  510132 7517557999 02 0 7  1  ; 45531013 9066 01077      01088425553399    07  1 ;4235513996000 107 8  510132 7517557999 02 0 7  1  
 553113 9066 01077      010388425553399    07  1  ; 45531139 9066010770     1 010038842 555339    07 ; 45531139 9066010770     1 010038842 555339    07 
 45531139 9066010770     1 010038842 9555339    07; 45531139 9066010770     1 01038842555339    07   ; 45531139 9066010770     1 010038842 9555339    07
 4553113 9066010770     1 01038842555339    07    ;4553139900 10 8    5131032 75577998  2  7   166   ; 4553113 9066010770     1 01038842555339    07    
4553139900 107 8    5131032 5579698  2  7   166   ;4553139900 107  8 1   51331032 75157998  2  7   16;4553139900 107 8    5131032 5579698  2  7   166   
45531399900 107 8    51331032 75157998 2  7   166 ;34553139960  10784 08   510132 71572999 2   77   1;45531399900 107 8    51331032 75157998 2  7   166 
4553139960  10784 08   510132 715724999 2   77    ;4553139960  106784 78   51013271572999 2   77   16;4553139960  106784 78   51013271572999 2   77   16
4553139960   10784 8   51013271572999 2   77   166;45531 39960  10784 8   51032 7515729999 2   7  55 ;4553139960   10784 8   51013271572999 2   77   166
45531 39960  10784 8   510132 7515729999 2   7 55 ;455141399600 107848  7 5101312 751579997 2   7  7 ;45531 39960  10784 8   510132 7515729999 2   7 55 
455141399600 107848  7 510131 2 75157999 2  7  7 1;4235513996000 107 8  510132 7517557999 02 0 7  1  ;4235513996000 107 8  510132 7517557999 02 0 7  1  
4235513996000 107 8  510132 7517557999 02 0 7  1  ; 45531139 906601077470     1 010038842 555339    0;4235513996000 107 8  510132 7517557999 02 0 7  1  
 45531139 9066010770    1 010038842 555339    07  ;5 45531139 9066010770     1 010038842 9555339    0;5 45531139 9066010770     1 010038842 9555339    0
 45531139 90660100770     1 001003884 2 9555339   ; 45531113 9066010770     1 010388425515339    07  ; 45531113 9066010770     1 010388425515339    07  
 4553113 9066010770     1 010388425553399    07   ;45531139900 107 8    5131032 5579698  2  7   166  ; 4553113 9066010770     1 010388425553399    07   
455313990 0 6107 8    51310320 5579698  2  7   166;45531399900 107 8    51331032 75157998 2  7   166 ;45531399900 107 8    51331032 75157998 2  7   166 
45531399900 107 8    51331032 75157998 2  7 0  166;4553139960  106784 7   510132271572999 2   77   16;45531399900 107 8    51331032 75157998 2  7 0  166
4553139960  106784 78   51013271572999 2   77   6 ;4553139960   10784 8  5 51013271572999 2   77   16;4553139960   10784 8  5 51013271572999 2   77   16
4553139960   10784 8   510132771572999 2   77   16;45531  39960  10784 8   510132 7515729999 2   7 55;4553139960   10784 8   510132771572999 2   77   16
45531 39960  10784 8   510132 7515729 99 2   7 55 ;4235513996000 107 8 510132 7517557999 02 0 7  1   ;45531 39960  10784 8   510132 7515729 99 2   7 55 
4235513996000 1007 8  510132 7517557999 02 0 7 8 1;4235513996000 107 8  510132 7517557999 028 0 7  1 ;4235513996000 107 8  510132 7517557999 028 0 7  1 
423551399600 107 8  510132 75175587999 02 0 7  1  ;5 45531139 9066010770     1010038842 9555339    0 ;423551399600 107 8  510132 75175587999 02 0 7  1  
5 45531139 9066010770     1 0100388442 9555339    ; 45531113 9066010770     1 010388425515339    7   ; 45531113 9066010770     1 010388425515339    7   
 45531113 90676010770     1 010388425515339    07 ; 4553113 9066010770     1 010 388425553399    07  ; 4553113 9066010770     1 010 388425553399    07  
 4553113 9066010770     1 010388425553399    07   ;45531399900 107 8    51331032 755157998 2  7   716; 4553113 9066010770     1 010388425553399    07   
45531399900 107 8     51331032 75157998 2  7  166 ;4553133999400 107 8    51331032 75157998 2  7 0  1;45531399900 107 8     51331032 75157998 2  7  166 
45531399900 107 8    51331032 75157998 2  7 0  166;4553139960   107840 8  5 51013271572999 2   77   1;45531399900 107 8    51331032 75157998 2  7 0  166
44553139960   10784 8  5 5101327157299 2   77   16;4553139960   10784 8   510132771572999 2   77   16;4553139960   10784 8   510132771572999 2   77   16
4553139960   10784 8   510132771572999 2   77   51;45531 39960  103784 8   5103132 7515729 99 2   7 5;4553139960   10784 8   510132771572999 2   77   51
455531 39960  10784 8   510132 7515729 99 2   7 55;4235513996000 107 8  510132 7517557999 028 0 7  1 ;455531 39960  10784 8   510132 7515729 99 2   7 55
4235513996000 107 8  510132 7517557999 0298 0 7  1;4235513996800 107 8  510132 75175587999 02 0 7  1 ;4235513996800 107 8  510132 75175587999 02 0 7  1 
42351399600 107 8  5101532 75175587999 02  0 7  1 ; 45531113 9066010770     1 010388425515339    7   ;42351399600 107 8  5101532 75175587999 02  0 7  1 
 45531113 9066010770     1 010388425515339    7   ; 4553113 9066010770      1 010 388425553399    057; 4553113 9066010770      1 010 388425553399    057
 4553113 90066010770     1 010 8388425553399    07; 74553113 9066010770     1 010388425553399    07  ; 4553113 90066010770     1 010 8388425553399    07
 4553113 9066010770     1 010388425 0553399    07 ;45531399900 107 8  1   51331032 75157998 2  7  166; 4553113 9066010770     1 010388425 0553399    07 
45531399900 107 8     51331032 75157998 2  7  166 ;45531399900 107 8    51331032  7517998 2  7 0  164;45531399900 107 8     51331032 75157998 2  7  166 
45531399900 1107 8    51331032 751579984 2  7 0  1;45531399600   10784 8   5100132771572999 2   77   ;45531399900 1107 8    51331032 751579984 2  7 0  1
4553139960   10784 8   510132771572999 2   77   16;453139960   10 784 8   510132771572999 2   77   51;4553139960   10784 8   510132771572999 2   77   16
4553139960   810784 8   510132771572999 2   77   5;455531 39960  10784 8   510132 7515729 99 2    7 5;4553139960   810784 8   510132771572999 2   77   5
455531 39960  10784 8   5410132 7515732 99 2   7 5;4235513996800 3107 8  510132 757587999 02 0 7  1  ;455531 39960  10784 8   5410132 7515732 99 2   7 5
4235513996800 107 8  510132 751755879959 02 0 7  1;42351399600 107 8  5101532  751755879909 02  0 7  ;42351399600 107 8  5101532  751755879909 02  0 7  
42351399600 1077 8  51013532 75175587999 02  0 7  ; 4553113 3066010770      1 010 3884255533999    05; 4553113 3066010770      1 010 3884255533999    05
 4553113 9066010770      1 010 388425553399    057; 4553113 90066010770     1 010 83788425553399    0; 4553113 90066010770     1 010 83788425553399    0
 45531153 90066010770     1 010 83842553399    07 ; 4553113 906601 0770     1 010388425 0553399    07; 4553113 906601 0770     1 010388425 0553399    07
 453113 9066010770     1 010388425 0553399    07  ;45531399900 107 8     51331032 75157998 2  7  166 ;45531399900 107 8     51331032 75157998 2  7  166 
459531399900 107 8     51331032 75157998 2  7  166;445531399900 1107 8    51331032 751579984 2  7 0  ;459531399900 107 8     51331032 75157998 2  7  166
45531399900 1107 8    51331032 751579984 2   7 0  ;48553139960   107824 8   510132771572999 2   77   ;45531399900 1107 8    51331032 751579984 2   7 0  
453139960   10784 8   25101327715729992   77   16 ;4553139960   810784 8    510132771572999 2   77   ;4553139960   810784 8    510132771572999 2   77   
4553139960   8107284 8   510132771572999 2   77   ;455531 3999260  10784 8   5410132 75157332 99 2   ;455531 3999260  10784 8   5410132 75157332 99 2   
455531 39960  110784 8   54101302 751573 2 99 2   ;42351399600 107 8  5101532  751755879909 02  0 7  ;455531 39960  110784 8   54101302 751573 2 99 2   
4235139600 107 8  5101532  751755879909 02  0 7   ; 4553113 30660107770      1 010 3884255533999 7   ; 4553113 30660107770      1 010 3884255533999 7   
 450531 13 3066010770      1 010 3884255533999    ; 48553113 90066010770     1 01 83788425553399    0; 48553113 90066010770     1 01 83788425553399    0
 4553113 9006010770     1 010 83788425553399    0 ; 453113 9066011 0770     1 010388425 0553399    07; 4553113 9006010770     1 010 83788425553399    0 
 4553113 9068601 0770     1 010388425 0553399    0;45531399900 107 8     51331032 75157998 2  7  166 ;45531399900 107 8     51331032 75157998 2  7  166 
45531399900 107 8     51331032 75157998 2  7  16  ;459531399900 107 88     51331032 765157998 2  7  1;459531399900 107 88     51331032 765157998 2  7  1
459531399900 107 8     51331032 75157998 2  7  166;45531399900 1107 8    51331032 751579984 2   7 0  ;459531399900 107 8     51331032 75157998 2  7  166
45581399900 1107 8    51331032 751579984 2   7 0  ;4553139960    810784 8    5510132771572999 2   77 ;4553139960    810784 8    5510132771572999 2   77 
453139960   810784 8    510132771572999 2   77    ;455531 3999260 4 10784 8   5410132 75157332 992   ;453139960   810784 8    510132771572999 2   77    
4525531 3999260  10784 8   5410132 7515732 99 2   ;455531 39960  110784 8    54101302 751573 2 99 2  ;455531 39960  110784 8    54101302 751573 2 99 2  
455531 39960  110784 8   54104132 751573 2 99 2   ; 4553113 3 0660107770      1 010 3884255533999 7  ; 4553113 3 0660107770      1 010 3884255533999 7  
 455313 30660107770      1 010 38842555339959 7   ; 485537113 90066010770     1 01 837884425553399   ; 455313 30660107770      1 010 38842555339959 7   
 485531113 90066010770     1 01 83788425553399    ; 4553113 9006010770     1 010 83788425553399    0 ; 4553113 9006010770     1 010 83788425553399    0 
 4553113 900601070     1 010 83788425553399     0 ;4553139990 107 8     511331032 75157998 2  7  166 ; 4553113 900601070     1 010 83788425553399     0 
45531399900 107 8   7  513310032 75157998 2  7  16;459531399900 107 88      51331032 765157998 2  7  ;45531399900 107 8   7  513310032 75157998 2  7  16
4599531399900 107 88     451331032 765157998 2  7 ;4595131399900 107 8     51331032 75157998 2  7  16;4595131399900 107 8     51331032 75157998 2  7  16
4595313099900 107 8     51331032 75 157998 2  7  1;4553139960    810784 8    55101327715729999 2   77;4595313099900 107 8     51331032 75 157998 2  7  1
4553139960    810784 8   8 5510132771572999 2   77;453139960   8160784 8    510132771572999 2   77   ;4553139960    810784 8   8 5510132771572999 2   77
453139960   810784 8    5106132771572999 2   77   ;455531 39960  110784 48    54101302 751573 2 99 2 ;455531 39960  110784 48    54101302 751573 2 99 2 
455531 39960  110784 8    54101302 7515273 2 99 2 ; 4553113 3 066010 7770      1 010 3884255533999 7 ; 4553113 3 066010 7770      1 010 3884255533999 7 
 453113 3 0660107770      1 010 38842555339997    ; 455313 30660107770      1 0010 388425553395959 7 ; 455313 30660107770      1 0010 388425553395959 7 
 455313 30660107770      1 010 38842555339959 7   ; 4553113 9006010770     1 010 83788425553399    0 ; 4553113 9006010770     1 010 83788425553399    0 
 4553113 90060107706     1 010 3788425553399    0 ; 4553113 900601070      1 01083788425553399     0 ; 4553113 900601070      1 01083788425553399     0 
 54553113 900601070     1 01083788425553399     0 ;45531399900 7107 8   7  513310032 75157998 2  7  1;45531399900 7107 8   7  513310032 75157998 2  7  1
45531399900 1907 8   7  5133100232 751579988 2  7 ;4595131399900 107 8     51331032 75157998 2  7  16;4595131399900 107 8     51331032 75157998 2  7  16
45951 381399900 107 8     51331032 751157998 2  7 ;4595313099900 107 8     51331032 75 157998   7 1  ;45951 381399900 107 8     51331032 751157998 2  7 
4595313099900 107 8     51331032 75 157998 2  7  1;4553139960    8107384 8   8 5510132771572999 2   7;4595313099900 107 8     51331032 75 157998 2  7  1
4553139960    810784 8   8 55101327712572999 2   7;45531 39960  110784 48    54101302 751573 2 99 2  ;45531 39960  110784 48    54101302 751573 2 99 2  
4555317 39960  110784 48   54101302 751573 2 99 2 ; 4553113 3 066010 7770    6  1 010 3884255533999 7;4555317 39960  110784 48   54101302 751573 2 99 2 
 4553113 3 066010 7770      1 010 384255533999 7  ; 455313 306610107770     1 0010 3878425553395959 7; 455313 306610107770     1 0010 3878425553395959 7
 45313 30660107770      1 00010 388425553395959 7 ;  4553113 9006010770     1 010 837884255533997    ; 45313 30660107770      1 00010 388425553395959 7 
4553113 9006010770     1 010 837884255573399    0 ; 4553113 900601070      1 01083788425553399     00;4553113 9006010770     1 010 837884255573399    0 
 4553113 9500601070      1 01083788425553399     6;455313999006 7107 8   7  513310032 75157998 2 8 7 ; 4553113 9500601070      1 01083788425553399     6
455319399900 7107 8   7  513310032 751507998 2  7 ;4595131399900 107      513310302 751579998 2  7  1;4595131399900 107      513310302 751579998 2  7  1
45951831399900 107 8     51331032 75157998 2    16;45951 381399900 107 8     5131032 751157998 2  7  ;45951831399900 107 8     51331032 75157998 2    16
45951 381399900 107 8     51331032 751157998 2  7 ;4595313099900 107 8     51331032 75 157998 2  7  1;4595313099900 107 8     51331032 75 157998 2  7  1
4595313099900 107 8     51331032 75 1557998 2  7  ;45531 39960  110784 48    54101302 7512573 2 99 2 ;4595313099900 107 8     51331032 75 1557998 2  7  
45531 39960  1105784 48    54101302 751573 2 99 2 ;4555317  39960  110784 48   5410130 2 751573  2 99;45531 39960  1105784 48    54101302 751573 2 99 2 
40555317 39960  110784 48   5410102 751573 2 99 2 ; 455313 306610107770     1 0010 38784255 53395959 ; 455313 306610107770     1 0010 38784255 53395959 
 455313 306610107770     21 0010 3878425553395959 ; 45313 310660107770      1 00010 3885425553395959 ; 455313 306610107770     21 0010 3878425553395959 
 45313 30660107770      1 00010 388425553395959 7 ;455311 3 9006010770     1 010 8378842505573399    ;455311 3 9006010770     1 010 8378842505573399    
4553113 9006010770     1 010 837884255573399   0  ; 4553113 9500601070      1 01083788425553399     6; 4553113 9500601070      1 01083788425553399     6
 44553113 9500601070      1 01083788425553399     ;45951313999020 107      513310302 7851579998 2  7 ; 44553113 9500601070      1 01083788425553399     
64595131399900 107   4   513310302 751579998 2  7 ;45951831399900 107 8    51331032 75157998 2    16 ;45951831399900 107 8    51331032 75157998 2    16 
45951831399900 107  8     5133103 75157998 2    16;4595313099900 107 8     513319032 75 157998 2  7  ;4595313099900 107 8     513319032 75 157998 2  7  
45295313099900 107 8     51331032 75 157998   7  1;4595313099900 107 8     51331032  75 61557998 2  7;4595313099900 107 8     51331032  75 61557998 2  7
4595313099900 107 8     51331032 75 15579982  7   ;45531 39960  1105784 48    541051302 75153 2 99 2 ;4595313099900 107 8     51331032 75 15579982  7   
45531 39960  1105784 48    54101302 75157 2 99 2  ; 455313 306610107770     1 0010 3878425 5 15339595; 455313 306610107770     1 0010 3878425 5 15339595
 455313 306610107770      1 0010 38784255 53395959; 455313 306610107770     21 0010 3878425553395959 ; 455313 306610107770     21 0010 3878425553395959 
 455313 306610107770     21 00140 3878425553395959;545 5311 3 9006010770     1 010 8 378842505573399 ; 455313 306610107770     21 00140 3878425553395959
455311 3 9006010770     1 010 8378842505573399    ; 4553113 9500601070      1 010837884255533399     ;455311 3 9006010770     1 010 8378842505573399    
 4553113 9500601070      1 017083788421555399     ; 44553113 95080601070      1 0010837884255953399  ; 4553113 9500601070      1 017083788421555399     
 44553113 9500601070      1 01083788462555399     ;45951831399900 10 7 8    51331032 75157998 42    1; 44553113 9500601070      1 01083788462555399     
45951831399900 107 8    51331032 75157998 2    16 ;4595313099900 107 8     513319032 75 157998 32  7 ;4595313099900 107 8     513319032 75 157998 32  7 
445958313099900 107 8     513319032 75 157998 2  7;4595313099900 107 8     51331032  75 61557998 2  7;4595313099900 107 8     51331032  75 61557998 2  7
4595313099900 107 8     51331032  75 0615557998 2 ;4595313099900 1078 8      51331032 75 15579982  7 ;4595313099900 107 8     51331032  75 0615557998 2 
49595313099900 107 8     51331032 75 155579982  7 ; 45533 3061610107770     1 0010 3878425 5 15339595; 45533 3061610107770     1 0010 3878425 5 15339595
 455313 306610107770     1 0010 3878425 55 1533959; 455313 3066101037770     2 0010 3878425553395959 ; 455313 306610107770     1 0010 3878425 55 1533959
 455313306610107770     21 0010 36878425553395959 ; 455313 306610107770     2 00140 38784255533959599; 455313 306610107770     2 00140 38784255533959599
 455313 306610107770     21 00140 3878425553395959;4554311 3 9006010770     1 010 83788425505573399  ; 455313 306610107770     21 00140 3878425553395959
455311 3 900010770     1 0100 89378842505573399   ; 4553113 950060100      1 0170837888421555399     ;455311 3 900010770     1 0100 89378842505573399   
 84553113 9500601070      1 017083788421555399   9; 44553113 9500601070      1 010823788462555399    ; 84553113 9500601070      1 017083788421555399   9
 44553113 9500601070      13 01083788462555399    ;45953103099900 107 8  6   513319032 75 157998 32  ; 44553113 9500601070      13 01083788462555399    
4595313099900 107 8      51331903 2 5 157998 32  7;4595313099900 107 8     51331032  75 61557998 02  ;4595313099900 107 8     51331032  75 61557998 02  
452953153099900 107 8     51331032  75 61557998 2 ;4595313099900 107 8  9   51331032  755 0615557998 ;4595313099900 107 8  9   51331032  755 0615557998 
4595313099900 1074 8     51331032  75 06155579 98 ; 45533 3061610107770    1 0010 3878425 5 15339595 ;4595313099900 1074 8     51331032  75 06155579 98 
 45533 3061610107770     1  0010 3878425 5 1533955; 455313 306610107770     1 0010 3878425 55 1533959; 455313 306610107770     1 0010 3878425 55 1533959
 4555313 06610107770     1  0010 3878425 55 153395; 455313 306610107770     2 00140 38784255533959599; 455313 306610107770     2 00140 38784255533959599
 455313 306610107770     2 00140 33878842555339595; 455313 306610107770     221 00140 387842555339595; 455313 306610107770     2 00140 33878842555339595
 455313 306610107770     21 00140 3878402555339595;4575311 3 900010770     1 0100 89378842505573399  ; 455313 306610107770     21 00140 3878402555339595
455311 3 900010770     1 010 89378842505573399    ; 8453113 9500601070      1 0017083788421555399   9;455311 3 900010770     1 010 89378842505573399    
 84553113 95050601070       017083788421555399   9; 44553113 95006011070      13 01083788462555399   ; 84553113 95050601070       017083788421555399   9
 44553113 9500601070      13 01083788462555399    ;459531309900 107 88     51331032  75 61557998 02  ;459531309900 107 88     51331032  75 61557998 02  
4595313099900 107 8     51331032  75 61557998 02  ;4595313099900 107 8  9   51331032  755 0615557998 ;4595313099900 107 8  9   51331032  755 0615557998 
4595313099900 107 8  9   5131032 755 0615557998   ;4595313099900 1074 8     513311032  75 061595579 9;4595313099900 107 8  9   5131032 755 0615557998   
4595313099900 1074 8     51 331032 75 06155579 98 ; 455313 30660107770     1 0010 3878425 5 5 1533959; 455313 30660107770     1 0010 3878425 5 5 1533959
 455313 306610107770     1 00100388425 55 1533959 ; 455313 306610107770     2 00140 38784255533 95959; 455313 306610107770     1 00100388425 55 1533959 
 455313 306610107770     2 00140 38784255530395959; 455313 306610107770     52 00140 3387884255533950; 455313 306610107770     52 00140 3387884255533950
 455313 306610107770     2 0014033878842555339595 ; 455313 306610107770     21 00140 3878840255339595; 455313 306610107770     2 0014033878842555339595 
 455313 3066101077170     21 00140 387840255553395;455311 3 900010770      1 010 89378842505573399   ;455311 3 900010770      1 010 89378842505573399   
455311 3 900010770     1 0110 893778842505573399  ; 845533113 95050601070       017083788421555399   ;455311 3 900010770     1 0110 893778842505573399  
 84553113 950509601070       0170 83788421555399  ;459531309900 107 88     51331032  75 61557998 02  ; 84553113 950509601070       0170 83788421555399  
459531309900 6107 88     51331032  75 261557998 02;459531309990 107 8   9   51331032  755 0615557998 ;459531309990 107 8   9   51331032  755 0615557998 
459531309900 6107 8  9   51 331032  755 0615557998;4595313099900 107 8   9   5131032 755 0615557998  ;4595313099900 107 8   9   5131032 755 0615557998  
4595313099900 107 8  9   5131032 755 06156557998  ; 455313 306601077 790     1 0010 3878425 5 5 15339;4595313099900 107 8  9   5131032 755 06156557998  
 455313 30660107770     1 0010 3878425 5 5 1533959; 455313 306610107770 1    1 00100388425 55 1533959; 455313 306610107770 1    1 00100388425 55 1533959
  455313 3066101007770     1 00100388425 55 153395; 455313 306610107770     52 00140 3387884255533950; 455313 306610107770     52 00140 3387884255533950
 455313 306610107770     52 00140 3387884255533950; 455313 306610107770     2 00140338 76884255533959; 455313 306610107770     2 00140338 76884255533959
 455313 306610107770     2 00140338788042555339595;455311 3 900010770      1 010 89378842505 573399  ; 455313 306610107770     2 00140338788042555339595
