2                                                 ;2   4         9                                   ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - timeout
2                          1                      ;2                        8                        ;DRAW - timeout
2                                                 ;2          2                                      ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2               0                             9   ;DRAW - EveryoneDied
2                                                 ;2                                                 ;2                                                 
2                                                 ;2                                           8     ;DRAW - timeout
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2         8                          1            ;2                                                 
2                                                 ;2                                             4   ;DRAW - timeout
2                                         0       ;2            0                            3       ;2                                         0       
2                                          3      ;2  3                    0                         ;2  3                    0                         
2  3                                              ;2                     7                           ;2  3                                              
2     7                                     8     ;2                         7                 9     ;DRAW - EveryoneDied
2                                                 ;2                                         9       ;DRAW - timeout
2                                                 ;2                                          9      ;DRAW - timeout
92                       1                        ;2                                           9     ;2                                           9     
2                 9                           9   ;2                            8                    ;2                 9                           9   
2                                                 ;2                                  2              ;DRAW - EveryoneDied
2     3                                           ;2                                                 ;DRAW - EveryoneDied
2             0                                   ;22       8                                        ;2             0                                   
2                                                 ;2   3            3              2   9  91         ;2   3            3              2   9  91         
2   3                          2   9  91          ;24   7   5               0                        ;2   3                          2   9  91          
2   7   5       6        0                      8 ;2   7   5                  5                      ;2   7   5       6        0                      8 
2   7   5                   5        9            ;2                                                 ;2   7   5                   5        9            
2                                                 ; 22                             7     6           ;2                                                 
 2                             7     6           9;2                5                                ;DRAW - timeout
 2                             7     6        5   ;2                                                 ;DRAW - timeout
 2                    8          7     6          ;2                                                 ;DRAW - timeout
 2                             7     6           9;2                                                 ;DRAW - timeout
 2                            7     6          9  ;2                                            7    ;DRAW - timeout
 2       0                      7     6           ;2                                                 ; 2       0                      7     6           
2           1                                     ;22   2                                            ;DRAW - timeout
2                 0                               ;2            9        6                           ;2                 0                               
2                                               9 ;2                               7                 ;DRAW - timeout
2    8                                            ;2                                               7 ;DRAW - timeout
2                                                 ;2                                                 ;DRAW - timeout
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2                                         5       ;DRAW - timeout
2                                    9            ;2                                                 ;DRAW - timeout
2                                                 ;2         4                                       ;DRAW - timeout
22  1                                  6          ;2                                                 ;DRAW - timeout
2                                                 ;2                       3                         ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                 0               ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2                              3                  ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - EveryoneDied
2    0                              9             ;2                                                 ;DRAW - timeout
2       6        6                                ;2                                                 ;2                                                 
